image,top_left_x,top_left_y,bottom_right_x,bottom_right_y
user_4_A0.jpg,167,93,237,163
user_4_A1.jpg,167,93,237,163
user_4_A2.jpg,167,93,237,163
user_4_A3.jpg,168,86,238,156
user_4_A4.jpg,166,88,236,158
user_4_A5.jpg,126,37,226,137
user_4_A6.jpg,131,36,231,136
user_4_A7.jpg,132,43,222,133
user_4_A8.jpg,131,41,221,131
user_4_A9.jpg,131,41,221,131
user_4_B0.jpg,131,48,271,188
user_4_B1.jpg,141,53,261,173
user_4_B2.jpg,144,59,254,169
user_4_B3.jpg,142,52,262,172
user_4_B4.jpg,142,52,272,182
user_4_B5.jpg,71,21,241,191
user_4_B6.jpg,78,21,238,181
user_4_B7.jpg,63,6,243,186
user_4_B8.jpg,56,16,246,206
user_4_B9.jpg,52,28,252,228
user_4_C0.jpg,150,56,260,166
user_4_C1.jpg,158,60,258,160
user_4_C2.jpg,162,64,262,164
user_4_C3.jpg,170,76,260,166
user_4_C4.jpg,169,77,259,167
user_4_C5.jpg,124,8,244,128
user_4_C6.jpg,123,11,243,131
user_4_C7.jpg,125,11,245,131
user_4_C8.jpg,125,11,245,131
user_4_C9.jpg,98,2,238,142
user_4_D0.jpg,120,63,260,203
user_4_D1.jpg,122,56,262,196
user_4_D2.jpg,133,58,263,188
user_4_D3.jpg,133,58,263,188
user_4_D4.jpg,133,58,263,188
user_4_D5.jpg,80,4,250,174
user_4_D6.jpg,88,7,248,167
user_4_D7.jpg,89,8,249,168
user_4_D8.jpg,97,14,247,164
user_4_D9.jpg,84,4,274,194
user_4_E0.jpg,140,69,240,169
user_4_E1.jpg,135,66,235,166
user_4_E2.jpg,141,61,241,161
user_4_E3.jpg,147,66,237,156
user_4_E4.jpg,144,67,234,157
user_4_E5.jpg,100,32,230,162
user_4_E6.jpg,105,28,235,158
user_4_E7.jpg,107,25,237,155
user_4_E8.jpg,119,28,239,148
user_4_E9.jpg,122,33,232,143
user_4_F0.jpg,127,34,257,164
user_4_F1.jpg,136,35,266,165
user_4_F2.jpg,129,32,259,162
user_4_F3.jpg,138,36,268,166
user_4_F4.jpg,150,41,280,171
user_4_F5.jpg,139,5,289,155
user_4_F6.jpg,134,9,284,159
user_4_F7.jpg,142,4,292,154
user_4_F8.jpg,149,8,299,158
user_4_F9.jpg,136,3,286,153
user_4_G0.jpg,168,46,298,176
user_4_G1.jpg,180,48,310,178
user_4_G2.jpg,187,50,317,180
user_4_G3.jpg,199,50,319,170
user_4_G4.jpg,174,56,314,196
user_4_G5.jpg,125,31,285,191
user_4_G6.jpg,136,26,296,186
user_4_G7.jpg,131,23,291,183
user_4_G8.jpg,142,25,302,185
user_4_G9.jpg,135,34,295,194
user_4_H0.jpg,152,79,292,219
user_4_H1.jpg,169,79,309,219
user_4_H2.jpg,179,84,319,224
user_4_H3.jpg,179,84,319,224
user_4_H4.jpg,177,90,317,230
user_4_H5.jpg,132,28,302,198
user_4_H6.jpg,129,28,299,198
user_4_H7.jpg,137,22,307,192
user_4_H8.jpg,129,21,299,191
user_4_H9.jpg,137,25,307,195
user_4_I0.jpg,93,45,203,155
user_4_I1.jpg,88,44,198,154
user_4_I2.jpg,107,45,217,155
user_4_I3.jpg,89,43,199,153
user_4_I4.jpg,86,38,196,148
user_4_I5.jpg,99,21,259,181
user_4_I6.jpg,93,20,253,180
user_4_I7.jpg,111,21,271,181
user_4_I8.jpg,100,11,260,171
user_4_I9.jpg,108,24,268,184
user_4_K0.jpg,34,68,184,218
user_4_K1.jpg,22,66,172,216
user_4_K2.jpg,30,71,180,221
user_4_K3.jpg,10,66,160,216
user_4_K4.jpg,4,60,154,210
user_4_K5.jpg,9,13,209,213
user_4_K6.jpg,23,14,223,214
user_4_K7.jpg,16,13,216,213
user_4_K8.jpg,1,10,201,210
user_4_K9.jpg,1,0,201,200
user_4_L0.jpg,120,2,290,172
user_4_L1.jpg,131,8,301,178
user_4_L2.jpg,112,3,282,173
user_4_L3.jpg,122,5,292,175
user_4_L4.jpg,109,4,279,174
user_4_L5.jpg,102,17,302,217
user_4_L6.jpg,103,6,303,206
user_4_L7.jpg,97,3,297,203
user_4_L8.jpg,107,7,297,197
user_4_L9.jpg,103,1,293,191
user_4_M0.jpg,66,58,196,188
user_4_M1.jpg,71,68,201,198
user_4_M2.jpg,63,69,193,199
user_4_M3.jpg,76,72,206,202
user_4_M4.jpg,68,75,198,205
user_4_M5.jpg,126,53,256,183
user_4_M6.jpg,118,51,248,181
user_4_M7.jpg,132,46,262,176
user_4_M8.jpg,121,41,251,171
user_4_M9.jpg,134,48,264,178
user_4_N0.jpg,89,52,209,172
user_4_N1.jpg,81,54,201,174
user_4_N2.jpg,103,60,223,180
user_4_N3.jpg,82,61,202,181
user_4_N4.jpg,96,58,216,178
user_4_N5.jpg,105,49,225,169
user_4_N6.jpg,97,50,217,170
user_4_N7.jpg,111,56,231,176
user_4_N8.jpg,104,41,224,161
user_4_N9.jpg,94,44,214,164
user_4_O0.jpg,109,9,229,129
user_4_O1.jpg,98,5,218,125
user_4_O2.jpg,109,8,229,128
user_4_O3.jpg,113,8,233,128
user_4_O4.jpg,103,7,223,127
user_4_O5.jpg,169,3,289,123
user_4_O6.jpg,158,0,278,120
user_4_O7.jpg,173,0,293,120
user_4_O8.jpg,161,0,281,120
user_4_O9.jpg,160,0,280,120
user_4_P0.jpg,72,93,182,203
user_4_P1.jpg,71,83,181,193
user_4_P2.jpg,68,102,178,212
user_4_P3.jpg,79,99,189,209
user_4_P4.jpg,65,93,175,203
user_4_P5.jpg,10,54,150,194
user_4_P6.jpg,19,50,159,190
user_4_P7.jpg,15,54,155,194
user_4_P8.jpg,12,47,152,187
user_4_P9.jpg,15,61,155,201
user_4_Q0.jpg,82,56,202,176
user_4_Q1.jpg,70,44,190,164
user_4_Q2.jpg,74,55,194,175
user_4_Q3.jpg,69,46,189,166
user_4_Q4.jpg,83,49,203,169
user_4_Q5.jpg,63,34,243,214
user_4_Q6.jpg,56,26,236,206
user_4_Q7.jpg,71,27,251,207
user_4_Q8.jpg,63,21,243,201
user_4_Q9.jpg,64,32,244,212
user_4_R0.jpg,107,16,237,146
user_4_R1.jpg,106,16,236,146
user_4_R2.jpg,121,13,251,143
user_4_R3.jpg,95,16,225,146
user_4_R4.jpg,115,18,245,148
user_4_R5.jpg,95,20,275,200
user_4_R6.jpg,93,17,283,207
user_4_R7.jpg,82,22,272,212
user_4_R8.jpg,101,22,291,212
user_4_R9.jpg,79,17,269,207
user_4_S0.jpg,116,43,206,133
user_4_S1.jpg,109,39,199,129
user_4_S2.jpg,123,44,213,134
user_4_S3.jpg,108,41,198,131
user_4_S4.jpg,122,46,212,136
user_4_S5.jpg,107,60,237,190
user_4_S6.jpg,98,56,228,186
user_4_S7.jpg,117,54,247,184
user_4_S8.jpg,99,50,229,180
user_4_S9.jpg,111,57,241,187
user_4_T0.jpg,126,36,246,156
user_4_T1.jpg,118,34,238,154
user_4_T2.jpg,129,32,239,142
user_4_T3.jpg,118,29,228,139
user_4_T4.jpg,122,35,222,135
user_4_T5.jpg,143,42,293,192
user_4_T6.jpg,127,37,277,187
user_4_T7.jpg,142,40,292,190
user_4_T8.jpg,129,33,279,183
user_4_T9.jpg,139,37,289,187
user_4_U0.jpg,124,36,244,156
user_4_U1.jpg,114,31,234,151
user_4_U2.jpg,123,32,243,152
user_4_U3.jpg,112,28,242,158
user_4_U4.jpg,105,30,235,160
user_4_U5.jpg,71,43,261,233
user_4_U6.jpg,63,49,253,239
user_4_U7.jpg,74,46,264,236
user_4_U8.jpg,63,47,253,237
user_4_U9.jpg,61,45,251,235
user_4_V0.jpg,130,40,260,170
user_4_V1.jpg,117,33,247,163
user_4_V2.jpg,134,37,264,167
user_4_V3.jpg,123,36,253,166
user_4_V4.jpg,135,38,265,168
user_4_V5.jpg,84,79,244,239
user_4_V6.jpg,75,76,235,236
user_4_V7.jpg,82,79,242,239
user_4_V8.jpg,93,72,253,232
user_4_V9.jpg,79,66,239,226
user_4_W0.jpg,110,63,250,203
user_4_W1.jpg,66,51,206,191
user_4_W2.jpg,94,53,234,193
user_4_W3.jpg,101,40,241,180
user_4_W4.jpg,102,55,242,195
user_4_W5.jpg,84,67,254,237
user_4_W6.jpg,61,58,231,228
user_4_W7.jpg,73,69,243,239
user_4_W8.jpg,66,59,236,229
user_4_W9.jpg,79,63,249,233
user_4_X0.jpg,136,33,256,153
user_4_X1.jpg,122,27,242,147
user_4_X2.jpg,146,31,266,151
user_4_X3.jpg,126,26,246,146
user_4_X4.jpg,136,31,256,151
user_4_X5.jpg,126,53,276,203
user_4_X6.jpg,108,45,258,195
user_4_X7.jpg,138,52,288,202
user_4_X8.jpg,110,46,260,196
user_4_X9.jpg,124,44,274,194
user_4_Y0.jpg,114,62,244,192
user_4_Y1.jpg,96,65,226,195
user_4_Y2.jpg,119,67,249,197
user_4_Y3.jpg,93,60,223,190
user_4_Y4.jpg,102,63,232,193
user_4_Y5.jpg,91,73,251,233
user_4_Y6.jpg,82,66,252,236
user_4_Y7.jpg,98,64,268,234
user_4_Y8.jpg,83,60,253,230
user_4_Y9.jpg,104,65,274,235
